ka,yad_log,ybga,ten_rat,logN
0.015689987783814287,-1.4488608456074408,0.27623295867463493,0.2069668062422221,6.846726441564581
0.015689987783814287,-1.5927364013651404,0.27623295867463493,0.2069668062422221,7.2108386391415635
0.015456565929380188,-2.0149403497929366,0.30010891312920657,0.19748759358017162,7.517195897949974
0.015456565929380188,-1.7930916001765802,0.35013595836554723,0.19748759358017162,7.155336037465061
0.015456565929380188,-1.7139103541289553,0.35013595836554723,0.19748759358017162,6.854913022307856
0.015456565929380188,-1.6469635644983422,0.3251224377432754,0.19748759358017162,6.830588668685144
0.018623874726780218,-1.7730546933642626,0.26188870096164474,0.2174581635582951,7.99563519459755
0.018623874726780218,-1.7730546933642626,0.26188870096164474,0.2174581635582951,7.827369273053825
0.018623874726780218,-1.7730546933642626,0.26188870096164474,0.2174581635582951,7.810904280668701
0.018623874726780218,-1.7730546933642626,0.26188870096164474,0.2174581635582951,6.414973347970818
0.018623874726780218,-1.7730546933642626,0.26188870096164474,0.2174581635582951,6.94299959336604
0.018623874726780218,-1.7730546933642626,0.26188870096164474,0.2174581635582951,6.477121254719663
0.018623874726780218,-1.7730546933642626,0.26188870096164474,0.2174581635582951,6.6020599913279625
0.018623874726780218,-1.7730546933642626,0.26188870096164474,0.2174581635582951,6.690196080028514
0.018623874726780218,-1.7730546933642626,0.26188870096164474,0.2174581635582951,6.696356388733332
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.320146286111054
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.365487984890899
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.307496037913213
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.357934847000454
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.243038048686294
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.305351369446623
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.431363764158987
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.198657086954422
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.252853030979893
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.38738982633873
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.376576957056512
0.018623874726780218,-1.6761446803562061,0.26188870096164474,0.2174581635582951,6.4361626470407565
0.018683654390436847,-1.8895743682097923,0.44309020927981396,0.22801421787339127,6.484299839346786
0.018683654390436847,-1.8895743682097923,0.44309020927981396,0.22801421787339127,6.868644438394826
0.018683654390436847,-1.9022482827790532,0.44309020927981396,0.22801421787339127,6.545307116465824
0.018683654390436847,-1.9153032039184557,0.44309020927981396,0.22801421787339127,6.889301702506311
0.020455436789136004,-1.6731398674752958,0.44310848952813975,0.31981214974449684,6.628388930050312
0.020455436789136004,-1.6731398674752958,0.44310848952813975,0.31981214974449684,6.399673721481038
0.020455436789136004,-1.7544276389879327,0.44310848952813975,0.31981214974449684,6.597695185925512
0.020455436789136004,-1.9194003520595007,0.44310848952813975,0.31981214974449684,6.948412965778601
0.020455436789136004,-1.9932628050482994,0.44310848952813975,0.31981214974449684,7.566555330883055
0.018683654390436847,-2.0106866969650397,0.44309020927981396,0.22801421787339127,6.691081492122969
0.018683654390436847,-2.0106866969650397,0.44309020927981396,0.22801421787339127,6.44870631990508
0.018683654390436847,-2.051952413994337,0.44309020927981396,0.22801421787339127,6.707570176097937
0.018683654390436847,-2.277541074618161,0.44309020927981396,0.22801421787339127,7.60292771285919
0.012520911763287521,-1.5075667596368438,0.5745892285475072,0.20186479408624985,6.6211762817750355
0.012520911763287521,-1.5075667596368438,0.5745892285475072,0.20186479408624985,6.6020599913279625
0.012520911763287521,-1.5075667596368438,0.5745892285475072,0.20186479408624985,6.539577883345309
0.012520911763287521,-1.487363373548557,0.5745892285475072,0.20186479408624985,6.564666064252089
0.012520911763287521,-1.487363373548557,0.5745892285475072,0.20186479408624985,6.552059534187884
0.012520911763287521,-1.487363373548557,0.5745892285475072,0.20186479408624985,6.539577883345309
0.012520911763287521,-1.4406199700062308,0.5745892285475072,0.20186479408624985,6.4065401804339555
0.012520911763287521,-1.4406199700062308,0.5745892285475072,0.20186479408624985,6.389166084364533
0.012520911763287521,-1.4406199700062308,0.5745892285475072,0.20186479408624985,6.311753861055754
0.013307244386118813,-1.5287560587067819,0.5746043142339787,0.24574844497456505,6.539076098792776
0.013307244386118813,-1.5287560587067819,0.5746043142339787,0.24574844497456505,6.477121254719663
0.013307244386118813,-1.5287560587067819,0.5746043142339787,0.24574844497456505,6.4623979978989565
0.013307244386118813,-1.5075667596368438,0.5746043142339787,0.24574844497456505,6.501059262217751
0.013307244386118813,-1.5075667596368438,0.5746043142339787,0.24574844497456505,6.477121254719663
0.013307244386118813,-1.5075667596368438,0.5746043142339787,0.24574844497456505,6.459392487759231
0.013307244386118813,-1.4633630971447904,0.5746043142339787,0.24574844497456505,6.301029995663981
0.013307244386118813,-1.4633630971447904,0.5746043142339787,0.24574844497456505,6.209515014542631
0.013307244386118813,-1.4633630971447904,0.5746043142339787,0.24574844497456505,6.1804126328383235
0.013438525357280627,-1.5915348772206939,0.5602880213794763,0.1532604688304421,6.089905111439398
0.013438525357280627,-1.5915348772206939,0.5602880213794763,0.1532604688304421,6.1804126328383235
0.013438525357280627,-1.5915348772206939,0.5602880213794763,0.1532604688304421,6.2405492482825995
0.013438525357280627,-1.5133743002254765,0.5602880213794763,0.1532604688304421,5.903089986991944
0.013438525357280627,-1.5133743002254765,0.5602880213794763,0.1532604688304421,5.954242509439325
0.013438525357280627,-1.5133743002254765,0.5602880213794763,0.1532604688304421,6.176091259055681
0.013438525357280627,-1.4696653723400706,0.5602880213794763,0.1532604688304421,5.698970004336019
0.013438525357280627,-1.4696653723400706,0.5602880213794763,0.1532604688304421,5.954242509439325
0.013438525357280627,-1.4696653723400706,0.5602880213794763,0.1532604688304421,5.977723605288848
0.014072867197688002,-1.6102843132335327,0.5603004888255673,0.1811260086177952,6.180699201296035
0.014072867197688002,-1.6102843132335327,0.5603004888255673,0.1811260086177952,6.103803720955957
0.014072867197688002,-1.6102843132335327,0.5603004888255673,0.1811260086177952,6.02938377768521
0.014072867197688002,-1.5343082070611194,0.5603004888255673,0.1811260086177952,6.136720567156407
0.014072867197688002,-1.5343082070611194,0.5603004888255673,0.1811260086177952,5.977723605288848
0.014072867197688002,-1.5343082070611194,0.5603004888255673,0.1811260086177952,5.778151250383644
0.014072867197688002,-1.4885507165004443,0.5603004888255673,0.1811260086177952,5.903089986991944
0.014072867197688002,-1.4885507165004443,0.5603004888255673,0.1811260086177952,5.8750612633917
0.014072867197688002,-1.4885507165004443,0.5603004888255673,0.1811260086177952,5.778151250383644
0.010549681884123085,-1.4280230209019582,0.6662901356808061,0.298290324316535,6.4065401804339555
0.010549681884123085,-1.4280230209019582,0.6662901356808061,0.298290324316535,6.439332693830263
0.010549681884123085,-1.4280230209019582,0.6662901356808061,0.298290324316535,6.469822015978163
0.010549681884123085,-1.408500881199483,0.6662901356808061,0.298290324316535,6.371067862271737
0.010549681884123085,-1.408500881199483,0.6662901356808061,0.298290324316535,6.4065401804339555
0.010549681884123085,-1.408500881199483,0.6662901356808061,0.298290324316535,6.431363764158987
0.010549681884123085,-1.363220899737934,0.6662901356808061,0.298290324316535,6.161368002234975
0.010549681884123085,-1.363220899737934,0.6662901356808061,0.298290324316535,6.243038048686294
0.010549681884123085,-1.363220899737934,0.6662901356808061,0.298290324316535,6.267171728403014
0.011091547562562124,-1.443262987458695,0.6663044307555634,0.35132807428958857,6.376576957056512
0.011091547562562124,-1.443262987458695,0.6663044307555634,0.35132807428958857,6.315970345456917
0.011091547562562124,-1.443262987458695,0.6663044307555634,0.35132807428958857,6.285557309007774
0.011091547562562124,-1.4280230209019582,0.6663044307555634,0.35132807428958857,6.2552725051033065
0.011091547562562124,-1.4280230209019582,0.6663044307555634,0.35132807428958857,6.164352855784437
0.011091547562562124,-1.4280230209019582,0.6663044307555634,0.35132807428958857,6.12057393120585
0.011091547562562124,-1.3852710404810082,0.6663044307555634,0.35132807428958857,6.103803720955957
0.011091547562562124,-1.3852710404810082,0.6663044307555634,0.35132807428958857,6.060697840353612
0.011091547562562124,-1.3852710404810082,0.6663044307555634,0.35132807428958857,6.02938377768521
0.012674651948565124,-1.5099233975986124,0.5854212749518038,0.15621396657119108,6.623249290397901
0.012674651948565124,-1.5099233975986124,0.5854212749518038,0.15621396657119108,6.57978359661681
